escola;Cod_turma;Turma;Tipo_Turma;Turno;Capacidade_sala;Serie;Alunos_Matriculados;Alunos_Matriculados_NEE
EM DE INOÃ;21486;804;NORMAL;INTEGRAL;38;8º ANO;32;1
EM DE INOÃ;21488;805;NORMAL;INTEGRAL;38;8º ANO;33;1
EM DE INOÃ;22247;212;NORMAL;MANHÃ;25;2º ANO;18;0
EM DE INOÃ;22270;621;NORMAL;TARDE;35;6º ANO;35;0
EM DE INOÃ;22363;911;NORMAL;MANHÃ;36;9º ANO;35;6
EM DE INOÃ;22364;912;NORMAL;MANHÃ;36;9º ANO;36;3
EM DE INOÃ;22365;913;NORMAL;MANHÃ;36;9º ANO;34;2
EM DE INOÃ;22366;914;NORMAL;MANHÃ;35;9º ANO;35;4
EM DE INOÃ;22367;915;NORMAL;MANHÃ;35;9º ANO;34;1
EM DE INOÃ;22497;322;NORMAL;TARDE;25;3º ANO;25;1
EM DE INOÃ;22498;311;NORMAL;MANHÃ;25;3º ANO;19;1
EM DE INOÃ;22499;321;NORMAL;TARDE;25;3º ANO;25;1
EM DIRCE MARINHO GOMES;21063;MATERNAL I 21;NORMAL;TARDE;15;MATERNAL I;14;1
EM DIRCE MARINHO GOMES;21064;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;12;0
EM DIRCE MARINHO GOMES;21065;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;1
EM DIRCE MARINHO GOMES;21066;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;12;0
EM DIRCE MARINHO GOMES;21067;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;15;1
EM DIRCE MARINHO GOMES;21068;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;16;3
EM DIRCE MARINHO GOMES;21069;PRÉ II 12;NORMAL;MANHÃ;20;PRÉ II;16;2
EM DIRCE MARINHO GOMES;21070;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;16;2
EM DIRCE MARINHO GOMES;21179;111;NORMAL;MANHÃ;25;1º ANO;22;4
EM DIRCE MARINHO GOMES;21180;121;NORMAL;TARDE;25;1º ANO;20;4
EM DIRCE MARINHO GOMES;21181;211;NORMAL;MANHÃ;25;2º ANO;22;3
EM DIRCE MARINHO GOMES;21182;221;NORMAL;TARDE;25;2º ANO;16;2
EM DIRCE MARINHO GOMES;21183;311;NORMAL;MANHÃ;25;3º ANO;22;1
EM DIRCE MARINHO GOMES;21184;321;NORMAL;TARDE;25;3º ANO;22;3
EM DIRCE MARINHO GOMES;21739;411;NORMAL;MANHÃ;30;4º ANO;25;3
EM DIRCE MARINHO GOMES;21740;421;NORMAL;TARDE;30;4º ANO;23;1
EM DIRCE MARINHO GOMES;21742;511;NORMAL;MANHÃ;30;5º ANO;21;4
EM DIRCE MARINHO GOMES;21744;521;NORMAL;TARDE;30;5º ANO;22;2
E M ESPRAIADO;21060;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;2
E M ESPRAIADO;21061;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;20;0
E M ESPRAIADO;21062;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;18;0
E M ESPRAIADO;21176;101;NORMAL;INTEGRAL;25;1º ANO;24;1
E M ESPRAIADO;21177;201;NORMAL;INTEGRAL;25;2º ANO;23;1
E M ESPRAIADO;21736;401;NORMAL;INTEGRAL;30;4º ANO;18;4
E M ESPRAIADO;21737;501;NORMAL;INTEGRAL;30;5º ANO;18;0
E M ESPRAIADO;22449;301;NORMAL;INTEGRAL;25;3º ANO;20;2
E M GUARATIBA;21300;101;NORMAL;INTEGRAL;25;1º ANO;20;5
E M GUARATIBA;21302;102;NORMAL;INTEGRAL;25;1º ANO;25;2
E M GUARATIBA;21306;201;NORMAL;INTEGRAL;25;2º ANO;24;2
E M GUARATIBA;21307;202;NORMAL;INTEGRAL;25;2º ANO;24;2
E M GUARATIBA;21308;203;NORMAL;INTEGRAL;25;2º ANO;24;1
E M GUARATIBA;21885;401;NORMAL;INTEGRAL;30;4º ANO;30;1
E M GUARATIBA;21886;402;NORMAL;INTEGRAL;30;4º ANO;28;1
E M GUARATIBA;21887;501;NORMAL;INTEGRAL;30;5º ANO;28;2
E M GUARATIBA;21888;502;NORMAL;INTEGRAL;30;5º ANO;26;1
E M GUARATIBA;21889;503;NORMAL;INTEGRAL;30;5º ANO;28;3
E M GUARATIBA;22450;301;NORMAL;INTEGRAL;25;3º ANO;25;4
E M GUARATIBA;22451;302;NORMAL;INTEGRAL;25;3º ANO;25;3
EM INDIGENA GUARANI KYRINGUE ARANDUA;22473;101 - 201 - 301 - 401 - 501;MULTETAPA;INTEGRAL;25;1º ANO;5;1
EM INDIGENA GUARANI KYRINGUE ARANDUA;22482;MAT I MAT II PRÉ I E PRÉ II 21;MULTETAPA;TARDE;20;MATERNAL I;5;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22434;111;NORMAL;MANHÃ;15;1º ANO;8;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22435;211;NORMAL;MANHÃ;25;2º ANO;11;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22436;311;NORMAL;MANHÃ;25;3º ANO;7;1
EM INDIGENA GUARANI PARA POTI NHE E JA;22437;411;NORMAL;MANHÃ;25;4º ANO;11;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22438;521;NORMAL;TARDE;25;5º ANO;8;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22444;621;NORMAL;INTEGRAL;25;6º ANO;8;1
EM INDIGENA GUARANI PARA POTI NHE E JA;22445;721;NORMAL;INTEGRAL;25;7º ANO;8;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22446;811;NORMAL;INTEGRAL;30;8º ANO;10;2
EM INDIGENA GUARANI PARA POTI NHE E JA;22447;911;NORMAL;INTEGRAL;40;9º ANO;16;1
EM INDIGENA GUARANI PARA POTI NHE E JA;22479;MATERNAL I E MATERNAL II 21;MULTETAPA;TARDE;15;MATERNAL I;7;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22480;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;12;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22481;PRÉ II 21;NORMAL;TARDE;25;PRÉ II;9;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22490;1001 - 2001 - 3001;MULTETAPA;NOITE;30;1°ANO MÉDIO;29;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22513;131;EJA;NOITE;30;I FASE;7;0
EM INDIGENA GUARANI PARA POTI NHE E JA;22515;631 - 731 - 831 - 931;EJA;NOITE;25;IX FASE;10;0
EM JACINTHO LUIZ CAETANO;21059;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;10;1
EM JACINTHO LUIZ CAETANO;21161;101;NORMAL;INTEGRAL;25;1º ANO;23;0
EM JACINTHO LUIZ CAETANO;21162;201;NORMAL;INTEGRAL;20;2º ANO;20;1
EM JACINTHO LUIZ CAETANO;21732;401;NORMAL;INTEGRAL;26;4º ANO;25;4
EM JACINTHO LUIZ CAETANO;21734;501;NORMAL;INTEGRAL;30;5º ANO;17;2
EM JACINTHO LUIZ CAETANO;22452;301;NORMAL;INTEGRAL;25;3º ANO;23;4
EM JOÃO MONTEIRO;22128;601;NORMAL;INTEGRAL;30;6º ANO;29;3
EM JOÃO MONTEIRO;22129;602;NORMAL;INTEGRAL;30;6º ANO;28;2
EM JOÃO MONTEIRO;22133;603;NORMAL;INTEGRAL;30;6º ANO;26;6
EM JOÃO MONTEIRO;22134;604;NORMAL;INTEGRAL;30;6º ANO;25;3
EM JOÃO MONTEIRO;22135;711;NORMAL;MANHÃ;30;7º ANO;29;3
EM JOÃO MONTEIRO;22136;721;NORMAL;TARDE;30;7º ANO;29;0
EM JOÃO MONTEIRO;22137;722;NORMAL;TARDE;30;7º ANO;29;1
EM JOÃO MONTEIRO;22138;811;NORMAL;MANHÃ;30;8º ANO;28;2
EM JOÃO MONTEIRO;22139;812;NORMAL;MANHÃ;30;8º ANO;28;3
EM JOÃO MONTEIRO;22140;821;NORMAL;TARDE;31;8º ANO;31;2
EM JOÃO MONTEIRO;22141;911;NORMAL;MANHÃ;32;9º ANO;31;3
EM JOÃO MONTEIRO;22142;912;NORMAL;MANHÃ;32;9º ANO;31;4
EM JOÃO MONTEIRO;22143;921;NORMAL;TARDE;32;9º ANO;29;2
EM JOÃO MONTEIRO;22144;922;NORMAL;TARDE;32;9º ANO;28;4
EM JOÃO MONTEIRO;22261;231 - 331;NORMAL;NOITE;25;II FASE;9;1
EM JOÃO MONTEIRO;22262;431 - 531;NORMAL;NOITE;30;IV FASE;14;2
EM JOÃO MONTEIRO;22263;631;NORMAL;NOITE;35;VI FASE;8;0
EM JOÃO MONTEIRO;22264;731;NORMAL;NOITE;35;VII FASE;16;4
EM JOÃO MONTEIRO;22265;831;NORMAL;NOITE;35;VIII FASE;21;2
EM JOÃO MONTEIRO;22267;931;NORMAL;NOITE;35;IX FASE;23;0
EM JOÃO MONTEIRO;22274;712;NORMAL;MANHÃ;30;7º ANO;30;1
EM JOÃO PEDRO MACHADO;21057;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;12;1
EM JOÃO PEDRO MACHADO;21058;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;15;1
EM JOÃO PEDRO MACHADO;21267;101;NORMAL;INTEGRAL;25;1º ANO;21;3
EM JOÃO PEDRO MACHADO;21268;201;NORMAL;INTEGRAL;25;2º ANO;23;0
EM JOÃO PEDRO MACHADO;21755;401;NORMAL;INTEGRAL;30;4º ANO;19;2
EM JOÃO PEDRO MACHADO;21759;501;NORMAL;INTEGRAL;30;5º ANO;20;1
EM JOÃO PEDRO MACHADO;22453;301;NORMAL;INTEGRAL;25;3º ANO;16;1
EM JOÃO PEDRO MACHADO;22455;302;NORMAL;INTEGRAL;25;3º ANO;16;1
EM JOAQUIM EUGENIO DOS SANTOS;21314;201;NORMAL;INTEGRAL;25;2º ANO;25;3
EM JOAQUIM EUGENIO DOS SANTOS;21315;202;NORMAL;INTEGRAL;25;2º ANO;20;4
EM JOAQUIM EUGENIO DOS SANTOS;21317;203;NORMAL;INTEGRAL;25;2º ANO;20;5
EM JOAQUIM EUGENIO DOS SANTOS;21880;401;NORMAL;INTEGRAL;30;4º ANO;28;4
EM JOAQUIM EUGENIO DOS SANTOS;21881;402;NORMAL;INTEGRAL;30;4º ANO;27;4
EM JOAQUIM EUGENIO DOS SANTOS;21882;403;NORMAL;INTEGRAL;30;4º ANO;30;2
EM JOAQUIM EUGENIO DOS SANTOS;21883;501;NORMAL;INTEGRAL;30;5º ANO;27;3
EM JOAQUIM EUGENIO DOS SANTOS;21884;502;NORMAL;INTEGRAL;30;5º ANO;29;1
EM JOAQUIM EUGENIO DOS SANTOS;22454;301;NORMAL;INTEGRAL;25;3º ANO;24;1
EM JOAQUIM EUGENIO DOS SANTOS;22456;302;NORMAL;INTEGRAL;25;3º ANO;25;2
EM JOAQUIM EUGENIO DOS SANTOS;22463;303;NORMAL;INTEGRAL;25;3º ANO;25;3
EM LÊDA MARIA DO AMPARO LEMOS;20864;BERÇÁRIO II 01;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
EM LÊDA MARIA DO AMPARO LEMOS;20866;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;15;1
EM LÊDA MARIA DO AMPARO LEMOS;20867;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;1
EM LÊDA MARIA DO AMPARO LEMOS;20868;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;15;0
EM LÊDA MARIA DO AMPARO LEMOS;20869;MATERNAL I 04;NORMAL;INTEGRAL;15;MATERNAL I;15;1
EM LÊDA MARIA DO AMPARO LEMOS;20874;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;14;3
EM LÊDA MARIA DO AMPARO LEMOS;20876;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;14;1
EM LÊDA MARIA DO AMPARO LEMOS;20877;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;14;1
EM LÊDA MARIA DO AMPARO LEMOS;20880;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;13;2
EM LÊDA MARIA DO AMPARO LEMOS;20881;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;15;1
EM LÊDA MARIA DO AMPARO LEMOS;20882;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;14;1
EM LÊDA MARIA DO AMPARO LEMOS;20883;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;14;2
EM LÊDA MARIA DO AMPARO LEMOS;20889;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;15;1
EM LÊDA MARIA DO AMPARO LEMOS;20891;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;16;3
EM LÊDA MARIA DO AMPARO LEMOS;20892;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;16;1
EM LÊDA MARIA DO AMPARO LEMOS;20893;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;17;1
EM LÊDA MARIA DO AMPARO LEMOS;20895;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;17;2
EM LÊDA MARIA DO AMPARO LEMOS;20897;PRÉ II 05;NORMAL;INTEGRAL;20;PRÉ II;16;1
EM LUCIMERE RODRIGUES DE MELO;20935;BERÇÁRIO II 01;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
EM LUCIMERE RODRIGUES DE MELO;20936;BERÇÁRIO II 02;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
EM LUCIMERE RODRIGUES DE MELO;20937;MATERNAL I 01;NORMAL;INTEGRAL;16;MATERNAL I;16;1
EM LUCIMERE RODRIGUES DE MELO;20938;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;1
EM LUCIMERE RODRIGUES DE MELO;20939;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;11;1
EM LUCIMERE RODRIGUES DE MELO;20940;MATERNAL II 12;NORMAL;MANHÃ;15;MATERNAL II;10;1
EM LUCIMERE RODRIGUES DE MELO;20942;MATERNAL II 13;NORMAL;MANHÃ;15;MATERNAL II;10;1
EM LUCIMERE RODRIGUES DE MELO;20943;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;1
EM LUCIMERE RODRIGUES DE MELO;20945;MATERNAL II 22;NORMAL;TARDE;15;MATERNAL II;15;0
EM LUCIMERE RODRIGUES DE MELO;20946;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;18;1
EM LUCIMERE RODRIGUES DE MELO;20947;PRÉ I 12;NORMAL;MANHÃ;20;PRÉ I;18;2
EM LUCIMERE RODRIGUES DE MELO;20949;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;19;2
EM LUCIMERE RODRIGUES DE MELO;20950;PRÉ I 22;NORMAL;TARDE;20;PRÉ I;19;0
EM LUCIMERE RODRIGUES DE MELO;20952;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;15;4
EM LUCIMERE RODRIGUES DE MELO;20953;PRÉ II 12;NORMAL;MANHÃ;20;PRÉ II;16;5
EM LUCIMERE RODRIGUES DE MELO;20954;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;17;2
EM LUCIMERE RODRIGUES DE MELO;20955;PRÉ II 22;NORMAL;TARDE;20;PRÉ II;17;2
EM LUCIO THOMÉ GUERRA FETEIRA;21472;222;NORMAL;TARDE;25;2º ANO;18;1
EM LUCIO THOMÉ GUERRA FETEIRA;21474;223;NORMAL;TARDE;25;2º ANO;16;0
EM LUCIO THOMÉ GUERRA FETEIRA;21475;224;NORMAL;TARDE;25;2º ANO;17;3
EM LUCIO THOMÉ GUERRA FETEIRA;21477;221;NORMAL;TARDE;25;2º ANO;14;0
EM LUCIO THOMÉ GUERRA FETEIRA;21661;421;NORMAL;TARDE;30;4º ANO;21;1
EM LUCIO THOMÉ GUERRA FETEIRA;21663;422;NORMAL;TARDE;30;4º ANO;23;1
EM LUCIO THOMÉ GUERRA FETEIRA;21665;423;NORMAL;TARDE;30;4º ANO;20;0
EM LUCIO THOMÉ GUERRA FETEIRA;21666;424;NORMAL;TARDE;30;4º ANO;21;1
EM LUCIO THOMÉ GUERRA FETEIRA;21668;511;NORMAL;MANHÃ;30;5º ANO;22;0
EM LUCIO THOMÉ GUERRA FETEIRA;21669;512;NORMAL;MANHÃ;30;5º ANO;19;1
EM LUCIO THOMÉ GUERRA FETEIRA;21671;513;NORMAL;MANHÃ;30;5º ANO;18;0
EM LUCIO THOMÉ GUERRA FETEIRA;21673;514;NORMAL;MANHÃ;30;5º ANO;17;1
EM LUCIO THOMÉ GUERRA FETEIRA;21677;621;NORMAL;TARDE;35;6º ANO;23;2
EM LUCIO THOMÉ GUERRA FETEIRA;21679;622;NORMAL;TARDE;35;6º ANO;27;1
EM LUCIO THOMÉ GUERRA FETEIRA;21680;623;NORMAL;TARDE;35;6º ANO;27;2
EM LUCIO THOMÉ GUERRA FETEIRA;21681;624;NORMAL;TARDE;35;6º ANO;28;0
EM LUCIO THOMÉ GUERRA FETEIRA;21683;625;NORMAL;TARDE;35;6º ANO;27;3
EM LUCIO THOMÉ GUERRA FETEIRA;21686;711;NORMAL;MANHÃ;35;7º ANO;26;2
EM LUCIO THOMÉ GUERRA FETEIRA;21687;712;NORMAL;MANHÃ;35;7º ANO;26;1
EM LUCIO THOMÉ GUERRA FETEIRA;21688;713;NORMAL;MANHÃ;35;7º ANO;26;1
EM LUCIO THOMÉ GUERRA FETEIRA;21690;714;NORMAL;MANHÃ;35;7º ANO;27;2
EM LUCIO THOMÉ GUERRA FETEIRA;21692;715;NORMAL;MANHÃ;35;7º ANO;27;0
EM LUCIO THOMÉ GUERRA FETEIRA;21694;716;NORMAL;MANHÃ;35;7º ANO;26;0
EM LUCIO THOMÉ GUERRA FETEIRA;21695;811;NORMAL;MANHÃ;35;8º ANO;30;3
EM LUCIO THOMÉ GUERRA FETEIRA;21697;812;NORMAL;MANHÃ;35;8º ANO;32;3
EM LUCIO THOMÉ GUERRA FETEIRA;21699;813;NORMAL;MANHÃ;35;8º ANO;32;2
EM LUCIO THOMÉ GUERRA FETEIRA;21700;814;NORMAL;MANHÃ;35;8º ANO;33;2
EM LUCIO THOMÉ GUERRA FETEIRA;21701;815;NORMAL;MANHÃ;35;8º ANO;31;4
EM LUCIO THOMÉ GUERRA FETEIRA;21702;911;NORMAL;MANHÃ;35;9º ANO;23;2
EM LUCIO THOMÉ GUERRA FETEIRA;21703;912;NORMAL;MANHÃ;35;9º ANO;22;3
EM LUCIO THOMÉ GUERRA FETEIRA;21704;913;NORMAL;MANHÃ;35;9º ANO;26;1
EM LUCIO THOMÉ GUERRA FETEIRA;21705;914;NORMAL;MANHÃ;35;9º ANO;23;2
EM LUCIO THOMÉ GUERRA FETEIRA;21706;915;NORMAL;MANHÃ;35;9º ANO;22;2
EM LUCIO THOMÉ GUERRA FETEIRA;22500;326;NORMAL;TARDE;25;3º ANO;13;1
EM LUCIO THOMÉ GUERRA FETEIRA;22503;321;NORMAL;TARDE;25;3º ANO;23;0
EM LUCIO THOMÉ GUERRA FETEIRA;22504;322;NORMAL;TARDE;25;3º ANO;22;3
EM LUCIO THOMÉ GUERRA FETEIRA;22505;323;NORMAL;TARDE;25;3º ANO;23;1
EM LUCIO THOMÉ GUERRA FETEIRA;22506;324;NORMAL;TARDE;25;3º ANO;21;2
EM LUCIO THOMÉ GUERRA FETEIRA;22507;325;NORMAL;TARDE;25;3º ANO;22;1
EM MARCUS VINICIUS CAETANO SANTANA;21326;101;NORMAL;INTEGRAL;25;1º ANO;20;2
EM MARCUS VINICIUS CAETANO SANTANA;21327;102;NORMAL;INTEGRAL;25;1º ANO;19;2
EM MARCUS VINICIUS CAETANO SANTANA;21329;201;NORMAL;INTEGRAL;25;2º ANO;22;3
EM MARCUS VINICIUS CAETANO SANTANA;21330;202;NORMAL;INTEGRAL;25;2º ANO;23;2
EM MARCUS VINICIUS CAETANO SANTANA;21510;411;NORMAL;MANHÃ;30;4º ANO;22;1
EM MARCUS VINICIUS CAETANO SANTANA;21511;412;NORMAL;MANHÃ;30;4º ANO;22;1
EM MARCUS VINICIUS CAETANO SANTANA;21512;521;NORMAL;TARDE;30;5º ANO;27;1
EM MARCUS VINICIUS CAETANO SANTANA;22457;301;NORMAL;INTEGRAL;25;3º ANO;22;3
EM MARCUS VINICIUS CAETANO SANTANA;22458;302;NORMAL;INTEGRAL;25;3º ANO;23;3
EM MARIA CRISTINA DE LIMA CORRÊA;21325;111;NORMAL;MANHÃ;25;1º ANO;24;3
EM MARIA CRISTINA DE LIMA CORRÊA;21328;112;NORMAL;MANHÃ;25;1º ANO;24;3
EM MARIA CRISTINA DE LIMA CORRÊA;21332;113;NORMAL;MANHÃ;25;1º ANO;23;4
EM MARIA CRISTINA DE LIMA CORRÊA;21333;114;NORMAL;MANHÃ;25;1º ANO;24;3
EM MARIA CRISTINA DE LIMA CORRÊA;21335;121;NORMAL;TARDE;25;1º ANO;21;3
EM MARIA CRISTINA DE LIMA CORRÊA;21336;122;NORMAL;TARDE;25;1º ANO;21;3
EM MARIA CRISTINA DE LIMA CORRÊA;21343;123;NORMAL;TARDE;25;1º ANO;21;3
EM MARIA CRISTINA DE LIMA CORRÊA;21347;124;NORMAL;TARDE;25;1º ANO;21;3
EM MARIA CRISTINA DE LIMA CORRÊA;21349;125;NORMAL;TARDE;25;1º ANO;21;3
EM MARIA CRISTINA DE LIMA CORRÊA;21350;211;NORMAL;MANHÃ;25;2º ANO;25;3
EM MARIA CRISTINA DE LIMA CORRÊA;21354;212;NORMAL;MANHÃ;25;2º ANO;23;2
EM MARIA CRISTINA DE LIMA CORRÊA;21356;213;NORMAL;MANHÃ;25;2º ANO;22;2
EM MARIA CRISTINA DE LIMA CORRÊA;21358;214;NORMAL;MANHÃ;25;2º ANO;24;2
EM MARIA CRISTINA DE LIMA CORRÊA;21359;215;NORMAL;MANHÃ;25;2º ANO;23;4
EM MARIA CRISTINA DE LIMA CORRÊA;21360;221;NORMAL;TARDE;25;2º ANO;22;2
EM MARIA CRISTINA DE LIMA CORRÊA;21362;222;NORMAL;TARDE;25;2º ANO;21;4
EM MARIA CRISTINA DE LIMA CORRÊA;21364;223;NORMAL;TARDE;25;2º ANO;21;2
EM MARIA CRISTINA DE LIMA CORRÊA;21366;224;NORMAL;TARDE;25;2º ANO;22;3
EM MARIA CRISTINA DE LIMA CORRÊA;21367;225;NORMAL;TARDE;25;2º ANO;20;5
EM MARIA CRISTINA DE LIMA CORRÊA;21368;226;NORMAL;TARDE;25;2º ANO;20;4
EM MARIA CRISTINA DE LIMA CORRÊA;21427;411;NORMAL;MANHÃ;30;4º ANO;25;3
